operating_point,case,stable,psi_s_rms_wb,psi_r_rms_wb,is_rms_a,ir_rms_a,psi_s_rel_pct,psi_r_rel_pct,is_rel_pct,ir_rel_pct,psi_r_conv_time_ms,is_conv_time_ms,max_abs_flux_wb
1000rpm_-220Nm,lls_+10pct,True,0.0003813345935878678,0.0038256498986929816,0.10380588188380847,18.834890552891828,0.2718869490648084,3.531920015953552,0.013018098285735413,5.563986068619734,nan,3.6499999999999995,0.5354284362695608
1000rpm_-220Nm,lls_+20pct,True,0.0007626691871756853,0.007651299797386532,0.1971962344843315,37.673637421849264,0.543773898129581,7.06384003190763,0.024730004846617186,11.129111325641171,nan,3.6199999999999997,0.5448725316632159
1000rpm_-220Nm,llr_-20pct,True,0.00014332031151564366,0.002673665489602372,0.044461032639087135,0.9433632372115635,0.10218564717766014,2.4683839109054633,0.0055757735715668225,0.27867748393617636,nan,3.73,0.5080998083772936
1000rpm_-220Nm,llr_-10pct,True,7.016177011008008e-05,0.0013367447631485732,0.020917657403406266,0.46084121958867735,0.05002449276037318,1.234110728950535,0.0026232436451884534,0.13613639635635924,nan,3.71,0.5170446234735437
1000rpm_-220Nm,llr_-5pct,True,3.471786281905249e-05,0.0006683511887413664,0.010158854938414074,0.2278151639438438,0.02475341592041453,0.6170357988085787,0.0012740026832663617,0.06729852742410822,3.36,3.6999999999999997,0.521520206665922
1000rpm_-220Nm,llr_+5pct,True,3.401380390684257e-05,0.0006683103156235678,0.00960772886709965,0.22279747695600344,0.024251430438841547,0.6169980638911948,0.0012048870104932807,0.0658162602233173,3.9099999999999993,3.6799999999999997,0.5304774166953754
1000rpm_-220Nm,llr_+10pct,True,6.73446595087699e-05,0.001336581201531994,0.018707995806200497,0.440759059855217,0.04801592700356133,1.2339597254445334,0.0023461341854100802,0.13020395641618587,nan,3.6699999999999995,0.5349589275081604
1000rpm_-220Nm,llr_+20pct,True,0.00013203784836226794,0.0026730101348640856,0.035538894914112475,0.8628507426936619,0.09414138752671765,2.4677788737015898,0.004456865242724767,0.2548934116799854,nan,3.6499999999999995,0.5439274869471268
1000rpm_-220Nm,voltage_gain_+5pct,True,0.006183676085828719,0.007785018247316375,0.22301957339829823,38.323759923841386,4.408886194044149,7.18729170216393,0.02796846068310009,11.321163014703151,nan,3.73,0.5267697398493734
1000rpm_-220Nm,voltage_gain_-5pct,True,0.006183676085829188,0.0077850182473169485,0.22301957339843553,38.32375992384418,4.4088861940444835,7.187291702164459,0.02796846068311731,11.321163014703975,nan,3.6599999999999997,0.525231765507196
1000rpm_-220Nm,voltage_offset_+1Vd_-1Vq,True,0.0032666259718872577,0.004112560626611748,0.11781366303663136,20.245140232117194,2.3290647745223283,3.7968020019069195,0.014774787487765726,5.980585758777246,nan,3.73,0.5249861116312546
1000rpm_-220Nm,current_gain_+1pct,True,0.0002894256890475511,0.0007132064953045892,7.959284416196504,9.552363949005459,0.20635701271090287,0.6584471561642283,0.9981587260165652,2.8218491519979367,3.8199999999999994,nan,0.5277633136079046
1000rpm_-220Nm,current_gain_-1pct,True,0.00028942568904637383,0.0007132064953026804,7.959284416196708,9.552363948998742,0.20635701271006346,0.658447156162466,0.9981587260165905,2.8218491519959525,3.4899999999999998,nan,0.5242327878535928
1000rpm_-220Nm,current_offset_+1Ad_-1Aq,True,5.1330755633729475e-05,0.00012648990643298648,1.4116096077336886,1.6941483708736031,0.03659820739350292,0.11677812768475967,0.1770272770779467,0.5004657662992518,3.5599999999999996,nan,0.5263222635622693
1000rpm_-220Nm,current_noise_1Arms,True,5.736012460170481e-05,7.101465328001619e-05,0.24586729923058817,0.4189759329786681,0.040897074480449006,0.06556221347682176,0.030833750540405182,0.12376903638669381,3.4799999999999995,3.55,0.5260538003017974
